record_id,dataset_type,aoi_id,aoi_name,corridor_id,corridor_name,period_start,period_end,scene_date,tile_id,weather_severity_score,eccc_temperature_mean_c,eccc_temperature_max_c,eccc_temperature_min_c,eccc_precip_total_mm,eccc_wind_gust_max_kmh,eccc_weather_stress_score,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,sentinel2_ndvi_change,sentinel2_ndmi_change,cloud_filtered_pct,vegetation_exposure_score,vegetation_dryness_score,vegetation_change_score,canopy_exposure_score,public_outage_count,public_customers_affected,public_outage_history_score,tree_related_outage_count_proxy,weather_related_outage_count_proxy,terrain_access_score,transmission_buffer_width_m,area_hectares,intervention_type,intervention_applied,intervention_cost_level,intervention_lead_time_days,intervention_description,risk_score,risk_level,target_outage_impact_proxy,target_customer_impact_proxy,data_status,data_source_notes,synthetic_true_effect_pct,observed_outage_impact_proxy,post_intervention_outage_impact_proxy
SYN-CORR-003__2026-01-24__T10UDV__asset_inspection,synthetic,SYN-CORR-003,Synthetic corridor 003,SYN-CORR-003,Synthetic demo corridor 003,2026-01-01,2026-01-28,2026-01-24,T10UDV,33.87,-4.94,-3.27,-7.1,33.33,39.41,20.32,33.84,34.91,9.54,7.81,0.1949,-0.0037,0.1524,-0.0109,0.12,61.14,50.46,11.02,42.3,599,73932,86.28,152,68,18.97,200,1591.2,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,51.04,Medium,57.93,37734.89,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,12.18,57.93,50.87
SYN-CORR-017__2026-11-14__T10UEV__no_action,synthetic,SYN-CORR-017,Synthetic corridor 017,SYN-CORR-017,Synthetic demo corridor 017,2026-11-01,2026-11-28,2026-11-14,T10UEV,42.3,-3.34,-3.18,-3.89,12.04,71.16,25.38,22.12,46.52,29.81,6.2,0.084,0.0995,-0.0275,0.0354,0.93,56.51,37.56,33.2,27.65,3432,268548,91.88,396,1013,21.06,200,4322.5,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",54.35,Medium,61.65,145955.84,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,61.65,61.65
SYN-CORR-025__2026-01-08__T10UEV__vegetation_patrol,synthetic,SYN-CORR-025,Synthetic corridor 025,SYN-CORR-025,Synthetic demo corridor 025,2026-01-01,2026-01-28,2026-01-08,T10UEV,54.26,16.12,19.12,15.04,36.36,91.88,32.56,51.43,38.65,17.21,4.14,0.6488,-0.0347,-0.0047,-0.0383,81.32,72.76,54.34,79.76,64.29,785,133357,36.15,125,338,88.77,200,2059.2,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,59.64,Medium,54.66,79534.11,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,10.13,54.66,49.12
SYN-CORR-002__2026-05-01__T10UEV__vegetation_trimming,synthetic,SYN-CORR-002,Synthetic corridor 002,SYN-CORR-002,Synthetic demo corridor 002,2026-05-01,2026-05-28,2026-05-01,T10UEV,34.72,0.03,0.05,-0.05,10.08,59.38,20.83,59.39,36.93,58.11,9.93,0.272,0.3785,0.0754,-0.031,50.73,68.1,2.69,4.4,74.24,869,172728,17.29,249,390,65.45,200,4461.7,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,44.32,Medium,39.21,76553.05,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,22.95,39.21,30.21
SYN-CORR-021__2026-07-05__T10UEV__crew_pre_staging,synthetic,SYN-CORR-021,Synthetic corridor 021,SYN-CORR-021,Synthetic demo corridor 021,2026-07-01,2026-07-28,2026-07-05,T10UEV,41.61,15.85,17.83,12.46,1.45,83.62,24.97,25.49,29.73,8.79,7.26,0.2563,0.2314,0.0701,0.0638,25.37,52.97,21.08,1.26,31.86,3117,414658,87.39,952,1118,28.5,200,2386.7,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,52.86,Medium,59.26,219188.22,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,12.32,59.26,51.96
SYN-CORR-050__2026-12-15__T10UEV__asset_inspection,synthetic,SYN-CORR-050,Synthetic corridor 050,SYN-CORR-050,Synthetic demo corridor 050,2026-12-01,2026-12-28,2026-12-15,T10UEV,36.64,0.23,4.79,-0.83,54.61,39.5,21.98,64.7,20.4,44.02,4.7,0.1159,0.3783,0.12,0.0818,19.95,64.46,2.71,26.82,80.88,111,19852,17.84,36,21,86.92,200,2826.6,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,46.25,Medium,39.96,9181.55,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,14.86,39.96,34.02
SYN-CORR-005__2026-09-19__T10UEV__no_action,synthetic,SYN-CORR-005,Synthetic corridor 005,SYN-CORR-005,Synthetic demo corridor 005,2026-09-01,2026-09-28,2026-09-19,T10UEV,42.5,2.15,6.59,0.18,7.99,79.81,25.5,63.72,5.23,47.75,3.19,0.6828,0.3626,0.0826,0.0371,97.92,53.96,4.68,86.56,79.65,4940,780011,2.31,931,950,69.49,200,3208.0,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",40.6,Medium,33.41,316684.47,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,33.41,33.41
SYN-CORR-021__2026-07-27__T10UEV__vegetation_patrol,synthetic,SYN-CORR-021,Synthetic corridor 021,SYN-CORR-021,Synthetic demo corridor 021,2026-07-01,2026-07-28,2026-07-27,T10UEV,47.38,28.42,29.81,27.41,27.16,68.46,28.43,19.76,19.71,33.29,1.86,0.1418,-0.0941,0.0566,0.0203,75.35,38.22,61.76,21.64,24.7,2364,430615,9.89,537,306,29.49,200,703.3,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,35.34,Low,31.82,152179.34,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,9.54,31.82,28.78
SYN-CORR-001__2026-06-03__T10UEV__vegetation_trimming,synthetic,SYN-CORR-001,Synthetic corridor 001,SYN-CORR-001,Synthetic demo corridor 001,2026-06-01,2026-06-28,2026-06-03,T10UEV,60.87,26.56,28.08,23.8,70.14,76.48,36.52,53.94,5.53,42.16,0.97,0.2267,-0.0084,0.1537,0.0425,95.3,49.21,51.05,4.66,67.42,2963,209392,98.24,106,596,88.77,200,1243.9,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,67.64,Medium,71.17,141632.75,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,20.03,71.17,56.91
SYN-CORR-028__2026-01-08__T10UDV__crew_pre_staging,synthetic,SYN-CORR-028,Synthetic corridor 028,SYN-CORR-028,Synthetic demo corridor 028,2026-01-01,2026-01-28,2026-01-08,T10UDV,39.77,22.03,22.53,20.71,60.8,40.49,23.86,68.89,36.76,48.82,8.46,0.2572,0.0413,-0.0462,0.012,12.07,75.89,44.84,1.44,86.11,843,155465,94.15,25,189,26.55,200,1603.7,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,60.16,Medium,66.94,93527.74,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,11.95,66.94,58.94
SYN-CORR-044__2026-09-04__T10UEV__asset_inspection,synthetic,SYN-CORR-044,Synthetic corridor 044,SYN-CORR-044,Synthetic demo corridor 044,2026-09-01,2026-09-28,2026-09-04,T10UEV,34.23,26.08,28.25,25.42,75.2,16.13,20.54,70.59,26.54,30.45,1.26,0.2239,-0.0409,0.1857,0.0223,49.06,74.68,55.11,5.22,88.24,2285,298159,51.77,605,953,72.19,200,1236.1,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,53.67,Medium,52.46,160021.94,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,15.8,52.46,44.17
SYN-CORR-048__2026-05-16__T10UEV__no_action,synthetic,SYN-CORR-048,Synthetic corridor 048,SYN-CORR-048,Synthetic demo corridor 048,2026-05-01,2026-05-28,2026-05-16,T10UEV,37.66,9.02,12.73,6.68,37.2,60.81,22.6,23.99,5.95,7.25,1.53,0.6918,0.009,0.1762,0.0012,98.86,38.09,48.88,88.36,29.99,1078,186220,18.72,301,27,52.55,200,2040.8,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",35.49,Low,32.12,66089.48,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,32.12,32.12
SYN-CORR-003__2026-10-19__T10UEV__vegetation_patrol,synthetic,SYN-CORR-003,Synthetic corridor 003,SYN-CORR-003,Synthetic demo corridor 003,2026-10-01,2026-10-28,2026-10-19,T10UEV,39.22,29.77,32.93,27.81,0.18,63.9,23.53,61.31,10.6,64.52,9.22,0.6966,0.0847,-0.0043,0.0589,45.83,52.15,39.41,89.32,76.64,3999,291323,6.21,258,1439,32.47,200,3469.8,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,35.82,Low,31.55,104351.9,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,6.58,31.55,29.47
SYN-CORR-024__2026-08-17__T10UDV__vegetation_trimming,synthetic,SYN-CORR-024,Synthetic corridor 024,SYN-CORR-024,Synthetic demo corridor 024,2026-08-01,2026-08-28,2026-08-17,T10UDV,18.96,26.24,27.75,21.5,35.97,4.03,11.38,76.25,8.86,30.7,3.66,0.5247,0.3499,0.1216,0.0105,53.14,67.56,6.26,54.94,95.31,2390,356108,99.18,1069,671,69.97,200,3739.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,54.69,Medium,60.6,194755.47,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,25.0,60.6,45.45
SYN-CORR-030__2026-07-21__T10UEV__crew_pre_staging,synthetic,SYN-CORR-030,Synthetic corridor 030,SYN-CORR-030,Synthetic demo corridor 030,2026-07-01,2026-07-28,2026-07-21,T10UEV,11.78,18.36,22.25,14.06,7.34,12.58,7.07,36.45,17.12,53.53,2.47,0.3357,0.086,0.1004,-0.0306,1.98,42.84,39.25,17.14,45.56,4442,353901,66.29,725,1935,62.44,200,1123.9,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,37.07,Low,40.18,131191.1,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,6.36,40.18,37.62
SYN-CORR-014__2026-04-08__T10UDV__asset_inspection,synthetic,SYN-CORR-014,Synthetic corridor 014,SYN-CORR-014,Synthetic demo corridor 014,2026-04-01,2026-04-28,2026-04-08,T10UDV,36.51,16.89,17.01,14.89,20.41,61.01,21.91,73.27,27.1,20.19,8.75,0.541,0.4194,0.0831,0.0166,39.97,78.86,0.0,58.2,91.59,3389,517887,97.61,299,1586,35.64,200,4342.9,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,61.35,Medium,68.07,317723.67,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,15.09,68.07,57.8
SYN-CORR-017__2026-04-24__T10UEV__no_action,synthetic,SYN-CORR-017,Synthetic corridor 017,SYN-CORR-017,Synthetic demo corridor 017,2026-04-01,2026-04-28,2026-04-24,T10UEV,68.83,29.24,30.44,26.02,67.47,92.39,41.3,41.74,16.71,52.42,2.89,0.2209,0.3932,-0.0227,0.0379,76.26,46.13,0.85,5.82,52.18,570,67527,76.47,137,103,69.6,200,1484.9,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",63.63,Medium,65.26,42967.43,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,65.26,65.26
SYN-CORR-021__2026-08-23__T10UDV__vegetation_patrol,synthetic,SYN-CORR-021,Synthetic corridor 021,SYN-CORR-021,Synthetic demo corridor 021,2026-08-01,2026-08-28,2026-08-23,T10UDV,27.3,-0.95,1.16,-4.05,61.95,13.83,16.38,17.58,16.81,5.56,9.33,0.6083,0.3455,0.1942,-0.0396,19.26,40.96,6.81,71.66,21.97,4309,314964,99.86,2022,297,41.21,200,4058.3,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,47.3,Medium,55.49,148977.97,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,3.93,55.49,53.31
SYN-CORR-013__2026-04-14__T10UEV__vegetation_trimming,synthetic,SYN-CORR-013,Synthetic corridor 013,SYN-CORR-013,Synthetic demo corridor 013,2026-04-01,2026-04-28,2026-04-14,T10UEV,39.83,19.02,22.66,14.14,40.06,55.22,23.9,54.76,41.63,13.39,3.18,0.1734,0.0753,0.0384,0.0137,99.94,77.44,40.59,15.32,68.45,207,13306,99.2,53,21,62.21,200,3525.2,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,65.23,Medium,70.47,8679.5,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,23.01,70.47,54.25
SYN-CORR-003__2026-10-10__T10UDV__crew_pre_staging,synthetic,SYN-CORR-003,Synthetic corridor 003,SYN-CORR-003,Synthetic demo corridor 003,2026-10-01,2026-10-28,2026-10-10,T10UDV,54.69,26.26,28.93,25.92,39.3,80.14,32.81,67.41,20.83,66.59,0.53,0.2751,0.2867,-0.0998,0.0154,9.61,61.66,14.16,5.02,84.26,3947,288245,87.91,1679,1529,21.51,200,656.8,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,60.11,Medium,66.21,173264.07,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,14.94,66.21,56.32
SYN-CORR-017__2026-08-21__T10UEV__asset_inspection,synthetic,SYN-CORR-017,Synthetic corridor 017,SYN-CORR-017,Synthetic demo corridor 017,2026-08-01,2026-08-28,2026-08-21,T10UEV,40.0,8.81,11.13,6.97,7.42,81.92,24.0,17.6,43.04,16.01,2.19,0.6262,0.1503,-0.0375,0.0627,75.23,54.51,31.21,75.24,22.0,1047,170179,25.75,264,504,69.02,200,886.9,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,44.4,Medium,40.37,75559.48,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,13.34,40.37,34.98
SYN-CORR-006__2026-05-05__T10UDV__no_action,synthetic,SYN-CORR-006,Synthetic corridor 006,SYN-CORR-006,Synthetic demo corridor 006,2026-05-01,2026-05-28,2026-05-05,T10UDV,36.24,25.63,28.91,24.18,31.43,44.87,21.74,66.73,49.52,34.89,7.35,0.146,0.2248,0.0699,0.0326,19.23,85.13,21.9,20.8,83.41,917,76221,87.29,176,380,88.05,200,3697.4,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",66.3,Medium,68.36,50534.52,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,68.36,68.36
SYN-CORR-024__2026-01-15__T10UDV__vegetation_patrol,synthetic,SYN-CORR-024,Synthetic corridor 024,SYN-CORR-024,Synthetic demo corridor 024,2026-01-01,2026-01-28,2026-01-15,T10UDV,49.87,8.49,8.82,8.48,44.9,82.66,29.92,50.12,13.01,41.46,2.12,0.3431,0.2926,0.1684,0.0469,31.47,51.46,13.42,18.62,62.65,2279,345264,52.19,643,887,31.66,200,4506.2,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,48.99,Medium,50.34,169144.83,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,5.15,50.34,47.75
SYN-CORR-009__2026-02-14__T10UEV__vegetation_trimming,synthetic,SYN-CORR-009,Synthetic corridor 009,SYN-CORR-009,Synthetic demo corridor 009,2026-02-01,2026-02-28,2026-02-14,T10UEV,41.19,-1.53,2.77,-3.13,17.13,67.95,24.71,75.17,10.76,9.46,3.61,0.46,-0.0729,-0.0834,0.0036,17.61,72.5,59.11,42.0,93.96,2406,168910,42.27,412,318,26.56,200,3247.2,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,49.34,Medium,49.42,83340.19,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,25.0,49.42,37.06
SYN-CORR-021__2026-03-23__T10UEV__crew_pre_staging,synthetic,SYN-CORR-021,Synthetic corridor 021,SYN-CORR-021,Synthetic demo corridor 021,2026-03-01,2026-03-28,2026-03-23,T10UEV,28.34,21.4,23.02,16.66,68.19,12.2,17.0,74.72,5.37,12.49,5.77,0.1307,0.2027,0.1419,-0.0244,99.67,68.35,24.66,23.86,93.4,2240,246825,52.61,49,898,75.58,200,2743.9,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,49.92,Medium,49.04,123215.04,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,9.67,49.04,44.3
SYN-CORR-049__2026-07-14__T10UDV__asset_inspection,synthetic,SYN-CORR-049,Synthetic corridor 049,SYN-CORR-049,Synthetic demo corridor 049,2026-07-01,2026-07-28,2026-07-14,T10UDV,18.58,25.32,28.49,20.69,8.26,19.32,11.15,33.55,29.24,34.81,9.33,0.1396,0.0087,0.0174,-0.0006,40.87,52.24,48.91,22.08,41.94,4855,557004,35.87,657,1095,57.15,200,3055.7,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,35.99,Low,34.92,200465.74,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,12.73,34.92,30.47
SYN-CORR-020__2026-06-09__T10UEV__no_action,synthetic,SYN-CORR-020,Synthetic corridor 020,SYN-CORR-020,Synthetic demo corridor 020,2026-06-01,2026-06-28,2026-06-09,T10UEV,22.77,8.62,13.26,5.63,57.85,16.61,13.66,46.58,17.29,29.05,6.69,0.315,-0.1385,-0.0842,0.0918,75.55,54.42,67.31,13.0,58.22,2685,467240,56.27,345,1137,27.16,200,4657.6,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",39.4,Low,42.54,184092.56,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,42.54,42.54
SYN-CORR-020__2026-12-17__T10UEV__vegetation_patrol,synthetic,SYN-CORR-020,Synthetic corridor 020,SYN-CORR-020,Synthetic demo corridor 020,2026-12-01,2026-12-28,2026-12-17,T10UEV,49.63,11.3,13.17,8.47,39.71,85.21,29.78,7.89,28.13,56.03,2.7,0.0686,0.2832,-0.0518,0.0662,33.07,31.07,14.6,36.28,9.86,72,13091,78.66,5,18,10.44,200,2914.2,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,45.95,Medium,52.63,6015.31,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,5.31,52.63,49.84
